"clbid","credits","crsid","department","description","enrolled","firstyear","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000011931","1.0","0000000455","ENVST","This interdisciplinary seminar uses basic concepts of environmental science to explore global environmental issues. Topics are drawn from recent texts and current periodic literature, and participants will recognize many of the seminar issues from coverage in the media. Because most environmental problems involve issues beyond the science, the seminar examines the economic, political and ethical dimensions of environmental questions and environmental decision-making. Offered every semester.","18","","","","","Rickard J. Pettersson","","S","100","26","Intro: Enviro Studies","137","{'day': 'Tu', 'end': '13:10', 'location': 'SC 129', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'SC 129', 'start': '12:45'}","False","False","B","3","","","O","20053","Introduction to Environmental Studies","Research","2005"
"0000011932","1.0","0000000457","ENVST","","30","","","","","James Farrell","","S","200","26","Campus Ecology","222","{'day': 'Mo', 'end': '11:40', 'location': 'OM 035', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'OM 035', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'OM 035', 'start': '10:45'}","False","False","","3","","","O","20053","","Research","2005"
"0000011933","1.0","0000000459","ENVST","This course analyzes environmental regulation in the United States with respect to its historical evolution, its ability to achieve environmental targets, its efficiency or cost-effectiveness, its distributional impact on jobs, people and industries across the country and its international ramifications. Class meetings include open discussions with individuals from agencies charged with developing and enforcing environmental regulation. Offered annually.","25","","","","","Rebecca Judge","","S","200","26","Enviro Policy/Regulat","232","{'day': 'Tu', 'end': '13:10', 'location': 'HH 301', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'HH 301', 'start': '12:45'}","False","False","","3","","","O","20053","Environmental Policy and Regulation","Research","2005"
"0000011934","1.0","0000000460","ENVST","This course is an interdisciplinary seminar on climate throughout the earth's history, including recent changes caused by humankind. It examines the climate system in the larger framework of planetary evolution and explores evidence from the geologic record for climates of the past. Using current scientific literature, students investigate causes of climate change and consider scenarios for future climate based on models incorporating alternative global development strategies. Offered annually.","20","","","","","Robert Jacobel","","S","200","26","Global Climate Change","245","{'day': 'Tu', 'end': '11:00', 'location': 'SC 129', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'SC 129', 'start': '09:30'}","False","False","","3","","","O","20053","","Research","2005"
"0000011935","1.0","0000000462","ENVST","The discussion of wilderness today often focuses on non-human benefits, such as the protection of biodiversity or wildlife habitat. A significant tradition of American thought and literature also emphasizes the benefits of wilderness for human beings, including spirituality, freedom, morality, self-reliance and solitude. This seminar, offered annually, explores the importance of wilderness in American thought and assesses its value for society today.","25","","","","","Emily A. Swanson","","S","200","26","Saving Wild Places","259","{'day': 'Tu', 'end': '14:45', 'location': 'SC 129', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'SC 129', 'start': '14:15'}","False","False","","3","","","O","20053","","Research","2005"
"0000011936","1.0","0000000464","ENVST","","1","","","","","James Farrell","","S","200","999","Academic Internship","294","","True","False","","3","","","O","20053","Internship","Research","2005"
"0000011937","1.0","0000000465","ENVST","","1","","","","","Anthony Lott","","S","200","999","IS/Policy/Institution","298","","False","False","","3","","","O","20053","Independent Study","Research","2005"
"0000011938","1.0","0000000466","ENVST","","0","","","","","Staff","","S","300","999","Academic Internship","394","","True","False","","3","","","O","20053","Internship","Research","2005"
"0000011939","1.0","0000000467","ENVST","","0","","","","","Staff","","S","300","999","IR/","398","","False","False","","3","","","O","20053","Independent Research","Research","2005"
"0000011940","1.0","0000000468","ENVST","A capstone seminar for seniros in the major annd concentration, this course involves intensive sttudy of special topics utilizing student research projects and presentations and relying on the disciplinary expertise gained from their major and courses within the envornmental studies concentration. Often the topic is a local or regional enviornmental issue, providing partcipants with opportunities to interact with government and regulatory agencies and community groups. Prerequisites: Enviornmental Studies 137, senior status, or permission of the environmental studies directof and instructor. Offered Spring Semester.","18","","","","","Kathleen L. Shea","","S","300","15","Sem: Environ Studies","399","{'day': 'Mo', 'end': '15:00', 'location': 'SC 129', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'SC 129', 'start': '13:00'}","False","Prerequisites: Enviornmental Studies 137, senior status, or permission of the environmental studies directof and instructor. Offered Spring Semester.","","3","","","C","20053","Seminar in Environmental Studies","Seminar","2005"
"0000011941","1.0","0000000470","IDFA","This is a team-taught course in which students build on the process of perception and description encountered in Interdisciplinary Fine Arts 174, Exploring the Arts, examine interpretation and evaluation and begin the synthesis process, a major focus of the Senior Studies course. Students attend a variety of music, theater, dance and art events. Performance/exhibit fee required. Counts toward the major: Interdisciplinary Fine Arts.","8","","","","","Dan Dressen;Susan Bauer","","S","200","10","Perspective-The Arts","274","{'day': 'Tu', 'end': '11:00', 'location': 'CHM 224', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'CHM 224', 'start': '09:30'}","False","False","","3","","","O","20053","Perspectives on the Arts","Research","2005"
"0000011942","1.0","0000000473","IDFA","A culmination of the development of critical/analytical skills that facilitate and encourage the integrative focus of the major, this team-taught seminar is structured around a chosen theme, Critical Issues in the Arts in the Early 21st Century. Students select a creative research topic that explores the seminar theme from a specific perspective and integrates the four art forms. Performance/exhibit fee required. Counts toward the major: Interdisciplinary Fine Arts.","10","","","","","Dan Dressen;Susan Bauer","","S","300","10","Senior Studies","374","{'day': 'Tu', 'end': '11:00', 'location': 'CHM 232', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'CHM 232', 'start': '09:30'}","False","False","","3","","","C","20053","","Research","2005"
"0000011943","1.0","0000000477","FREN","Students expand their developing language skills by continuing to listen, speak, read and write on topics familiar to them. They continue their study of social and cultural notions inherent in the daily life of peoples in diverse Francophone communities and learn to think critically and make interdisciplinary connections and informed cross-cultural comparisons. Prerequisite: French 111 or placement.","18","","","","","M. Clare Mather","","S","100","30","Beginning French II","112","{'day': 'Mo', 'end': '08:55', 'location': 'OM 026', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'OM 026', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'OM 026', 'start': '08:00'}","False","French 111 or placement.","","3","","","C","20053","","Research","2005"
"0000011944","1.0","0000000479","FREN","Students expand their ability to communicate in French, understand French texts and interpret French and U.S. cultures through study and discussion of specific social and cultural topics that are relevant (eg. stereotypes, the family, education, immigration). Explicit focus on cross-cultural comparison/contract and analysis. Students develop their ability to listen, speak, read and write, while paying particular attention to listening and reading strategies. Prerequisite: French 112 or placement.","8","","","","","M. Clare Mather","","S","200","25","Intermed French I","231","{'day': 'Mo', 'end': '12:45', 'location': 'OM 026', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'OM 026', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'OM 026', 'start': '11:50'}","False","French 112 or placement.","","3","","","O","20053","Intermediate French I","Research","2005"
"0000011945","1.0","0000000480","FREN","Students continue to develop their oral and written expression through the exploration of issues important to the Francophone world outside France (national, cultural and linguistic identities) and through reading, discussing and writing about a wide variety of different texts. Focus is on vocabulary expansion, review of the French verb system and other key grammatical structures, especially through regular written work. Prerequisite: French 231 or placement.","20","","","","","Wendy Allen","","S","200","25","Intermed French II","232","{'day': 'Mo', 'end': '10:00', 'location': 'OM 026', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'OM 026', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'OM 026', 'start': '09:05'}","False","French 231 or placement.","A","3","","","O","20053","Intermediate French II","Research","2005"
"0000011946","1.0","0000000480","FREN","Students continue to develop their oral and written expression through the exploration of issues important to the Francophone world outside France (national, cultural and linguistic identities) and through reading, discussing and writing about a wide variety of different texts. Focus is on vocabulary expansion, review of the French verb system and other key grammatical structures, especially through regular written work. Prerequisite: French 231 or placement.","17","","","","","Wendy Allen","","S","200","25","Intermed French II","232","{'day': 'Mo', 'end': '11:40', 'location': 'OM 026', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'OM 026', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'OM 026', 'start': '10:45'}","False","French 231 or placement.","B","3","","","O","20053","Intermediate French II","Research","2005"
"0000011947","1.0","0000000480","FREN","Students continue to develop their oral and written expression through the exploration of issues important to the Francophone world outside France (national, cultural and linguistic identities) and through reading, discussing and writing about a wide variety of different texts. Focus is on vocabulary expansion, review of the French verb system and other key grammatical structures, especially through regular written work. Prerequisite: French 231 or placement.","22","","","","","Scott Homler","","S","200","25","Intermed French II","232","{'day': 'Mo', 'end': '13:50', 'location': 'OM 026', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'OM 026', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'OM 026', 'start': '12:55'}","False","French 231 or placement.","C","3","","","O","20053","Intermediate French II","Research","2005"
